Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4475942,13.4250163,13.4250163,space,22.463338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
RealityN,ExpTrialStim/Square_Square_B_1.png,"In REALITY, there are ZERO cubes",b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA1: SB2,SP: SG,0,0,0,84,NA,NA,NA,NA,NA,36.0539458,0.1576897,36.790546,36.8908794,0.9819053,38.8240597,39.2242005,39.3706838,39.3706838,b,1,0.605889,40.0072573,40.0072573,40.0072573,40.0072573,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
KnowledgeN,ExpTrialStim/Triangle_B_Triangle_1.png,Adam KNOWS there are ZERO cubes,b,h,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,PropTrueNoKnowledge,TA3: TD1,TY: TR,0,1,1,292,NA,NA,NA,NA,NA,40.0072573,0.0015158,40.7574255,40.8573059,0.8450048,42.7908218,43.1907305,43.2930721,43.2930721,b,1,1.979272,45.2908198,45.2908198,45.2908198,45.2908198,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
BeliefN,ExpTrialStim/B_Square_2.png,Adam THINKS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoBelief,SC3,SG,0,2,2,201,NA,NA,NA,NA,NA,45.2908198,0.001996,46.0238322,46.1241787,0.8288462,48.0575243,48.4573901,48.5596453,48.5596453,b,1,1.0487093,49.6238829,49.6238829,49.6238829,49.6238829,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
BeliefN,ExpTrialStim/Triangle_B_Square_1.png,Adam THINKS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoBelief,SC1: TA1,SB: TO,0,3,3,212,NA,NA,NA,NA,NA,49.6238829,4.444e-4,50.3573943,50.4575032,0.8313922,52.3908282,52.7908197,52.8929288,52.8929288,b,1,0.9069792,53.8238866,53.8238866,53.8238866,53.8238866,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_5.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB2,TR: TO,0,4,4,238,NA,NA,NA,NA,NA,53.8238866,4.977e-4,54.5574363,54.6573263,0.8313114,56.5905952,56.9907403,57.0929977,57.0929977,b,0,1.5790429,58.6906591,58.6906591,58.6906591,58.6906591,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
KnowledgeN,ExpTrialStim/Square_Square_B_11.png,Adam KNOWS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA3: SB2,SB: SP,0,5,5,302,NA,NA,NA,NA,NA,58.6906591,0.0010601,59.4239968,59.5241905,0.8305252,61.4572564,61.8573541,61.9595209,61.9595209,b,1,1.0245446,63.0073921,63.0073921,63.0073921,63.0073921,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
RealityY,ExpTrialStim/Triangle_Triangle_B_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB1,TR: TY,0,6,6,28,NA,NA,NA,NA,NA,63.0073921,0.0017311,63.7408718,63.8405314,0.8295641,65.7738843,66.174143,66.2761862,66.2761862,h,1,0.4676157,66.7740239,66.7740239,66.7740239,66.7740239,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
RealityN,ExpTrialStim/Square_Triangle_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,2,1,1,2,1,1,0,0,0,2,NB,PropFalse,SB3: TA2,SP: TY,0,7,7,65,NA,NA,NA,NA,NA,66.7740239,0.001521,67.5073391,67.6074454,0.8298735,69.5405253,69.9407396,70.0428996,70.0428996,b,1,0.9252878,70.9904492,70.9904492,70.9904492,70.9904492,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
RealityY,ExpTrialStim/Square_Triangle_NB_3.png,"In REALITY, there is ONE cube",h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB3: TA2,SP: TY,0,8,8,11,NA,NA,NA,NA,NA,70.9904492,0.0016959,71.7239869,71.8241081,0.8294619,73.7574634,74.1574179,74.2595325,74.2595325,h,1,1.3247149,75.6073645,75.6073645,75.6073645,75.6073645,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
BeliefY,ExpTrialStim/B_Square_1.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,-,SC2,SG,0,9,9,146,NA,NA,NA,NA,NA,75.6073645,0.0016961,76.3406475,76.440565,0.8295835,78.3740476,78.7740707,78.8759185,78.8759185,b,0,1.0120195,79.9071817,79.9071817,79.9071817,79.9071817,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
BeliefY,ExpTrialStim/Triangle_Triangle_NB_3.png,Adam THINKS there are ZERO cubes,h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA3: TB1,TR: TY,0,10,10,116,NA,NA,NA,NA,NA,79.9071817,7.878e-4,80.6405132,80.7407378,0.831056,82.6738105,83.0740234,83.1762373,83.1762373,h,1,1.6078945,84.807044,84.807044,84.807044,84.807044,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
KnowledgeY,ExpTrialStim/Square_Triangle_B_9.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SA3: TB2,SG: TR,0,11,11,266,NA,NA,NA,NA,NA,84.807044,0.001848,85.5405758,85.6406993,0.8294588,87.5740633,87.9740337,88.0758807,88.0758807,h,1,1.4683277,89.5737583,89.5737583,89.5737583,89.5737583,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
RealityN,ExpTrialStim/Square_Square_NB_2.png,"In REALITY, there are ZERO cubes",b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA2: SB3,SB: SG,0,12,12,67,NA,NA,NA,NA,NA,89.5737583,6.166e-4,90.3072249,90.4071634,0.8294781,92.3407014,92.7405383,92.8426362,92.8426362,b,1,4.3012981,97.1738672,97.1738672,97.1738672,97.1738672,NA,NA,NA,NA,NA,NA,1,1,2024-02-05_09h37.13.265,PsychoPy Exp,2023.1.2,59.97900738
