Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.43225920002442,31.403189500037115,31.403189500037115,space,14.205416199984027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
KnowledgeY,ExpTrialStim/Square_Square_NB_1.png,Adam KNOWS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB2,SP: SB,0,0,0,228,NA,NA,NA,NA,NA,45.76666490000207,0.14237370004411787,46.51901099999668,46.61912210000446,0.9820959000498988,48.55248539999593,48.952453700010665,49.09868490003282,49.09868490003282,h,1,0.8620570999919437,49.98563730000751,49.98563730000751,49.98563730000751,49.98563730000751,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
RealityN,ExpTrialStim/Triangle_B_Square_3.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,2,1,1,1,0,1,1,1,0,2,B,PropFalse,SD1: TA2,SG: TR,0,1,1,106,NA,NA,NA,NA,NA,49.98563730000751,0.00179900001967325,50.73553180001909,50.8356158999959,0.8446281999931671,52.76914789999137,53.1688567000092,53.271140600030776,53.271140600030776,b,1,0.9693820999818854,54.26896860002307,54.26896860002307,54.26896860002307,54.26896860002307,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
BeliefY,ExpTrialStim/Square_Square_B_5.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB2,SP: SB,0,2,2,138,NA,NA,NA,NA,NA,54.26896860002307,0.00113180000334978,55.00228820001939,55.102422500029206,0.8298412999720313,57.03575239999918,57.43571630003862,57.537717500003055,57.537717500003055,h,1,1.0949980999575928,58.6523823000025,58.6523823000025,58.6523823000025,58.6523823000025,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
BeliefY,ExpTrialStim/Triangle_B_Triangle_2.png,Adam THINKS there are ZERO cubes,h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TB1: TC2,TO: TY,0,3,3,131,NA,NA,NA,NA,NA,58.6523823000025,0.00169529998674988,59.38559100002749,59.485660500009544,0.8294047999661416,61.419054199999664,61.819051200000104,61.92110060004052,61.92110060004052,h,1,1.2000273000448942,63.152181400044356,63.152181400044356,63.152181400044356,63.152181400044356,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
BeliefN,ExpTrialStim/Square_Square_NB_2.png,Adam THINKS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA2: SB3,SB: SG,0,4,4,175,NA,NA,NA,NA,NA,63.152181400044356,0.00193420000141486,63.88561920000939,63.98574189998908,0.828786299971398,65.91898020001827,66.31896900001448,66.4212507000193,66.4212507000193,b,1,0.6353540999698453,67.08556169999065,67.08556169999065,67.08556169999065,67.08556169999065,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
RealityN,ExpTrialStim/Triangle_Triangle_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA3: TB1,TR: TY,0,5,5,62,NA,NA,NA,NA,NA,67.08556169999065,0.00153070001397281,67.81861300003948,67.9187871000031,0.8295454000472091,69.85240169998724,70.25232590001542,70.35445650003385,70.35445650003385,b,1,0.6463586000027135,71.01902770000743,71.01902770000743,71.01902770000743,71.01902770000743,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
RealityY,ExpTrialStim/Square_B_Square_7.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA3: SC2,SG: SP,0,6,6,48,NA,NA,NA,NA,NA,71.01902770000743,0.00170920003438368,71.7522314999951,71.85240090003936,0.8294465999933891,73.78572500002338,74.18563030002406,74.28771639999468,74.28771639999468,h,1,0.5209210999892093,74.8354387000436,74.8354387000436,74.8354387000436,74.8354387000436,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
RealityY,ExpTrialStim/Square_Square_NB_4.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB1,SP: SG,0,7,7,15,NA,NA,NA,NA,NA,74.8354387000436,0.00195030000759288,75.5688864000258,75.66901610000059,0.8295197999686934,77.60218360001454,78.00231880001957,78.10445909999544,78.10445909999544,h,1,0.600257900019642,78.73557790002087,78.73557790002087,78.73557790002087,78.73557790002087,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_4.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB1,TY: TR,0,8,8,237,NA,NA,NA,NA,NA,78.73557790002087,3.8990000030025e-4,79.46890690003056,79.56901520001702,0.8312727999873459,81.50230819999706,81.90229990001535,82.00439340004232,82.00439340004232,h,1,0.8125477000139654,82.83565010002349,82.83565010002349,82.83565010002349,82.83565010002349,NA,NA,NA,NA,NA,NA,021,001,2024-02-12_13h25.45.601,PsychoPy Exp,2023.1.2,60.002328094086906
