Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.083161699934863,32.06712639995385,32.06712639995385,space,8.98185610002838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
BeliefY,ExpTrialStim/Square_Triangle_NB_1.png,Adam THINKS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SA2: TB1,SG: TR,0,0,0,117,NA,NA,NA,NA,NA,41.20670440001413,0.1522420000983402,41.94952729996294,42.04964039998595,0.982384700095281,43.98301440000069,44.383000700036064,44.50756219995674,44.50756219995674,b,1,1.8297669000457972,46.36602439999115,46.36602439999115,46.36602439999115,46.36602439999115,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
KnowledgeN,ExpTrialStim/Square_B_Triangle_2.png,Adam KNOWS there is ONE cube,b,h,TB-Ig,2,1,1,1,1,0,1,0,1,1,B,PropTrueNoKnowledge,SD3: TD2,SP: TY,0,1,1,295,NA,NA,NA,NA,NA,46.36602439999115,0.00121759995818138,47.09954620001372,47.199463499942794,0.8277340000495315,49.133027800009586,49.53294730000198,49.63507900002878,49.63507900002878,b,0,1.4061113999923691,51.06627389998175,51.06627389998175,51.06627389998175,51.06627389998175,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
KnowledgeN,ExpTrialStim/B_Square_3.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoKnowledge,SD1,SP,0,2,2,310,NA,NA,NA,NA,NA,51.06627389998175,0.00169659999664872,51.79945799999405,51.899614199995995,0.8295233000535518,53.83295089995954,54.23289320000913,54.33500999992248,54.33500999992248,h,1,2.642202700022608,56.99959110002965,56.99959110002965,56.99959110002965,56.99959110002965,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
BeliefN,ExpTrialStim/Square_NB_2.png,Adam THINKS there are TWO cubes,b,h,TB-K,1,1,0,1,1,0,0,0,0,2,NB,PropFalse,SA3,SP,0,3,3,166,NA,NA,NA,NA,NA,56.99959110002965,0.00171410001348704,57.732805399922654,57.832940399996005,0.829538100049831,59.76625879993662,60.16624029993545,60.26831970002968,60.26831970002968,h,1,2.2288953999523073,62.51617369998712,62.51617369998712,62.51617369998712,62.51617369998712,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
RealityN,ExpTrialStim/Square_B_Square_4.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SB1: SD2,SG: SP,0,4,4,99,NA,NA,NA,NA,NA,62.51617369998712,0.00171209999825805,63.24955720000435,63.34932629996911,0.8291109000565484,65.28286010003649,65.68282719992567,65.78504510002676,65.78504510002676,h,1,2.6237947000190616,68.43273370002862,68.43273370002862,68.43273370002862,68.43273370002862,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
KnowledgeN,ExpTrialStim/Square_Square_NB_3.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA3: SB1,SG: SP,0,5,5,284,NA,NA,NA,NA,NA,68.43273370002862,8.1300002057105e-4,69.16605499992147,69.26607709995005,0.8307173000648618,71.19967210001778,71.59953579993453,71.70164899993688,71.70164899993688,h,1,5.667170700035058,77.39933409995865,77.39933409995865,77.39933409995865,77.39933409995865,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_12.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA1: TB3,TY: TR,0,6,6,299,NA,NA,NA,NA,NA,77.39933409995865,3.846000181511e-4,78.13276349997614,78.23289370001294,0.8312225999543443,80.16621239995584,80.56621489999816,80.6683544999687,80.6683544999687,h,1,2.50082570000086,83.1992709999904,83.1992709999904,83.1992709999904,83.1992709999904,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
KnowledgeN,ExpTrialStim/Triangle_B_Square_3.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoKnowledge,SD1: TA2,SG: TR,0,7,7,322,NA,NA,NA,NA,NA,83.1992709999904,3.9340008515864e-4,83.93257990002166,84.03284340002574,0.831354400026612,85.96619720000308,86.36618899996392,86.46849400002975,86.46849400002975,h,1,7.428324399981648,93.91594730003273,93.91594730003273,93.91594730003273,93.91594730003273,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
BeliefN,ExpTrialStim/Triangle_NB_1.png,Adam THINKS there is ONE cube,b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA1,TO,0,8,8,162,NA,NA,NA,NA,NA,93.91594730003273,6.0300005134195e-4,94.64934190001804,94.74951250001322,0.8311068000039086,96.68280660000164,97.08281739999074,97.18492989998776,97.18492989998776,h,1,8.7677670000121,105.982379199937,105.982379199937,105.982379199937,105.982379199937,NA,NA,NA,NA,NA,NA,040,001,2024-02-28_17h14.06.660,PsychoPy Exp,2023.1.2,60.01006966856068
