Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.972214499954134,27.94719019997865,27.94719019997865,space,5.137208900065161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
KnowledgeN,ExpTrialStim/Triangle_B_Square_3.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoKnowledge,SD1: TA2,SG: TR,0,0,0,322,NA,NA,NA,NA,NA,33.27798849996179,0.17641439998988062,34.02968619996682,34.1296016999986,1.0153893999522552,36.06310379994102,36.46302259992808,36.59526149998419,36.59526149998419,h,1,1.9293059000046924,38.5462516999105,38.5462516999105,38.5462516999105,38.5462516999105,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_6.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB3,TO: TY,0,1,1,239,NA,NA,NA,NA,NA,38.5462516999105,0.00173629994969815,39.27966130001005,39.37976769998204,0.8276953999884427,41.312977099907584,41.7132077999413,41.81529029994272,41.81529029994272,h,0,2.1092207999899983,43.94641450000927,43.94641450000927,43.94641450000927,43.94641450000927,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
BeliefY,ExpTrialStim/Square_B_Square_7.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA3: SC2,SG: SP,0,2,2,156,NA,NA,NA,NA,NA,43.94641450000927,0.00170699995942413,44.67965349997394,44.77965859998949,0.8294067999813706,46.71306470001582,47.113057899987325,47.21521609998308,47.21521609998308,b,1,1.1814314000075683,48.41286299994681,48.41286299994681,48.41286299994681,48.41286299994681,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
RealityY,ExpTrialStim/Triangle_Triangle_B_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB1,TR: TY,0,3,3,28,NA,NA,NA,NA,NA,48.41286299994681,5.3049996495246e-4,49.14624209993053,49.24625189998187,0.8307379999896511,51.17970749991946,51.5796731999144,51.681886599981226,51.681886599981226,b,1,2.2836712000425905,53.99609219992999,53.99609219992999,53.99609219992999,53.99609219992999,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
KnowledgeN,ExpTrialStim/Triangle_B_Triangle_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,PropTrueNoKnowledge,TB1: TC2,TO: TY,0,4,4,293,NA,NA,NA,NA,NA,53.99609219992999,3.9539998397231e-4,54.729603399988264,54.82973589992616,0.8309245000127703,56.76311890000943,57.16307239991147,57.26536009996198,57.26536009996198,h,1,1.715565099962987,58.99608790001366,58.99608790001366,58.99608790001366,58.99608790001366,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
RealityY,ExpTrialStim/Triangle_NB_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TB2,TR,0,5,5,2,NA,NA,NA,NA,NA,58.99608790001366,0.00170969997998327,59.7295328999171,59.82955669995863,0.8294078999897465,61.76312909997068,62.16297639999539,62.26516820001416,62.26516820001416,b,1,1.3317966000176966,63.613028799998574,63.613028799998574,63.613028799998574,63.613028799998574,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_2.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB3,TO: TR,0,6,6,235,NA,NA,NA,NA,NA,63.613028799998574,0.00170420005451887,64.3462083999766,64.44634769996628,0.8293303999816999,66.37978069996461,66.77962939999998,66.8820877999533,66.8820877999533,h,0,1.754060999955982,68.66278319992125,68.66278319992125,68.66278319992125,68.66278319992125,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
KnowledgeN,ExpTrialStim/Triangle_NB_1.png,Adam KNOWS there is ONE cube,b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA1,TO,0,7,7,270,NA,NA,NA,NA,NA,68.66278319992125,4.5190006494522e-4,69.39623089996167,69.49639240000397,0.8311447000596672,71.4296685999725,71.82949739997275,71.93187049997505,71.93187049997505,h,1,4.384504699963145,76.34605409996584,76.34605409996584,76.34605409996584,76.34605409996584,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
RealityN,ExpTrialStim/Square_Square_B_2.png,"In REALITY, there are ZERO cubes",b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA2: SB3,SB: SP,0,8,8,85,NA,NA,NA,NA,NA,76.34605409996584,0.0011641999008134,77.0793937999988,77.17966749996413,0.8303541999775916,79.1129916999489,79.51281009998638,79.61523649992887,79.61523649992887,h,1,2.3491531000472605,81.9793680999428,81.9793680999428,81.9793680999428,81.9793680999428,NA,NA,NA,NA,NA,NA,038,001,2024-02-28_13h25.37.525,PsychoPy Exp,2023.1.2,59.94804902990484
