Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.64478289987892,18.625953400041908,18.625953400041908,space,24.397786899935458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Belief,FALSE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_2.png,Adam THINKS there are TWO cubes,2,h,b,1,0,1,1,0,1,0,0,0,NB,PropFalse,0,0,0,166,NA,NA,NA,NA,NA,0.19485319987870753,43.31178089999594,43.69160489994101,43.79177089990117,45.79156109993346,46.191679399926215,46.32119160005823,46.32119160005823,h,1,1.6552204999607056,47.99149150005542,47.99149150005542,47.99149150005542,47.99149150005542,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Reality,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_4.png,"In REALITY, there are TWO cubes",2,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,1,1,75,NA,NA,NA,NA,NA,9.2420005239546e-4,48.06810989999212,48.44162739999592,48.54157850006595,50.54162129992619,50.941700000083074,51.0440060000401,51.0440060000401,h,1,1.316569000016898,52.391549499938264,52.391549499938264,52.391549499938264,52.391549499938264,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Reality,FALSE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_16.png,"In REALITY, there are TWO cubes",2,h,b,2,2,0,2,2,0,0,0,0,B,PropFalse,0,2,2,83,NA,NA,NA,NA,NA,0.0015337998047471,52.48283890006133,52.85804710001685,52.95838789991103,54.95838389988057,55.35835730005056,55.46035959990695,55.46035959990695,h,1,0.9639854000415652,56.44155850005336,56.44155850005336,56.44155850005336,56.44155850005336,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Reality,TRUE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_3.png,"In REALITY, there are TWO cubes",2,b,h,2,0,2,2,0,2,0,0,0,NB,-,0,3,3,14,NA,NA,NA,NA,NA,7.8180013224482e-4,56.526441199937835,56.90825599990785,57.00840579997748,59.00817839987576,59.40832130005583,59.51058440003544,59.51058440003544,b,1,1.0253333000000566,60.55820189998485,60.55820189998485,60.55820189998485,60.55820189998485,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_4.png,Adam KNOWS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoKnowledge,0,4,4,309,NA,NA,NA,NA,NA,0.00151459989137947,60.64581059990451,61.02490979991853,61.12501550000161,63.124854299938306,63.52492340002209,63.62725750007667,63.62725750007667,h,1,1.1883312000427395,64.84141019987874,64.84141019987874,64.84141019987874,64.84141019987874,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Belief,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_1.png,Adam THINKS there is ONE cube,1,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,5,5,180,NA,NA,NA,NA,NA,6.6829985007643e-4,64.92729540006258,65.30825509992428,65.40804230002686,67.4083326999098,67.8082156998571,67.91040889988653,67.91040889988653,h,1,4.065998899983242,71.99144349992275,71.99144349992275,71.99144349992275,71.99144349992275,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Belief,TRUE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_6.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,NB,-,0,6,6,125,NA,NA,NA,NA,NA,0.00174230011180043,72.06145590008236,72.44150329986587,72.54163610003889,74.5416442998685,74.941571299918,75.04386610002257,75.04386610002257,b,1,6.540053500095382,81.6081630999688,81.6081630999688,81.6081630999688,81.6081630999688,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Knowledge,FALSE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_1.png,Adam KNOWS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,NB,PropFalse,0,7,7,282,NA,NA,NA,NA,NA,0.00170599995180964,81.69150829990394,82.07480879989453,82.17489730007946,84.1749100999441,84.574946800014,84.67711559985764,84.67711559985764,h,1,1.3790191998705268,86.0748530998826,86.0748530998826,86.0748530998826,86.0748530998826,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
Reality,FALSE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_13.png,"In REALITY, there are TWO cubes",2,h,b,2,2,0,2,2,0,0,0,0,B,PropFalse,0,8,8,80,NA,NA,NA,NA,NA,0.00168869993649423,86.15607109991834,86.54140529991128,86.64157649991103,88.6416281000711,89.04129639989696,89.14373519993387,89.14373519993387,h,1,1.3117434000596404,90.47460770001636,90.47460770001636,90.47460770001636,90.47460770001636,NA,NA,NA,NA,NA,NA,010,001,2024-10-03_16h41.04.016,PsychoPy Exp,2023.1.2,60.02307290516085
